date,koma,sell_kwh,buy_kwh,volume_kwh,p_system,p_hokkaido,p_tohoku,p_kyushu,ts,fy
2024-08-22,11,27660850,19559200,14002700,12.48,9.75,12.5,12.41,2024-08-22 05:00:00,2024
2024-08-22,12,27838850,19949100,14181400,12.5,9.67,12.5,12.48,2024-08-22 05:30:00,2024
2024-08-22,13,28337150,20869600,14488300,12.5,9.75,12.5,12.5,2024-08-22 06:00:00,2024
2024-08-22,14,28584250,21381650,14806650,12.5,9.65,12.5,12.41,2024-08-22 06:30:00,2024
2024-08-22,15,28399450,22090050,15374500,12.5,9.75,11.5,10.37,2024-08-22 07:00:00,2024
2024-08-22,16,27853500,23403150,16209550,13.0,9.9,12.41,10.37,2024-08-22 07:30:00,2024
2024-08-22,17,27847850,24521500,17833050,15.0,10.83,15.0,12.42,2024-08-22 08:00:00,2024
2024-08-22,18,27178950,26195250,19135050,18.14,10.88,18.18,12.42,2024-08-22 08:30:00,2024
2024-08-22,19,27217050,27134800,19891200,18.27,15.05,15.05,12.0,2024-08-22 09:00:00,2024
2024-08-22,20,27708250,27392600,20252400,18.17,15.2,15.2,10.61,2024-08-22 09:30:00,2024
2024-08-22,21,27925800,27781250,20906950,18.11,11.45,15.47,10.37,2024-08-22 10:00:00,2024
2024-08-22,22,28345650,28213600,21279850,18.14,15.0,16.94,10.37,2024-08-22 10:30:00,2024
2024-08-22,23,28308450,28662250,21704000,18.22,11.05,17.51,10.37,2024-08-22 11:00:00,2024
2024-08-22,24,28095950,28506550,21795850,18.06,11.05,15.0,10.37,2024-08-22 11:30:00,2024
2024-08-22,25,28376200,27283750,21135400,14.37,15.0,16.24,10.37,2024-08-22 12:00:00,2024
2024-08-22,26,28180950,27077550,20808700,13.76,10.69,14.07,10.37,2024-08-22 12:30:00,2024
2024-08-22,27,26413000,26578400,20308500,16.0,17.11,17.11,10.37,2024-08-22 13:00:00,2024
2024-08-22,28,26080350,26382050,20132150,16.58,17.88,17.88,11.19,2024-08-22 13:30:00,2024
2024-08-22,29,25628900,26066550,20084500,17.79,17.79,17.79,12.48,2024-08-22 14:00:00,2024
2024-08-22,30,25314750,26040650,20332950,18.11,18.02,18.02,13.76,2024-08-22 14:30:00,2024
2024-08-22,31,25328500,25702650,20068950,18.27,18.07,18.07,16.8,2024-08-22 15:00:00,2024
2024-08-22,32,24548850,26094300,19876250,18.86,18.21,18.21,19.37,2024-08-22 15:30:00,2024
2024-08-22,33,23790800,25915150,19192600,19.66,18.21,18.21,22.3,2024-08-22 16:00:00,2024
2024-08-22,34,23018400,25726000,18408900,20.55,18.27,18.27,22.3,2024-08-22 16:30:00,2024
2024-08-22,35,22610450,24849850,17845250,19.9,18.14,18.14,22.3,2024-08-22 17:00:00,2024
2024-08-22,36,22038100,24362500,17327750,19.66,18.14,18.14,22.3,2024-08-22 17:30:00,2024
2024-08-22,37,21386050,23938350,16842000,19.66,18.11,18.11,22.3,2024-08-22 18:00:00,2024
2024-08-22,38,21825400,23416800,16501700,19.0,18.11,18.11,22.3,2024-08-22 18:30:00,2024
2024-08-22,39,21680400,23051650,16238050,19.66,18.08,18.08,22.3,2024-08-22 19:00:00,2024
2024-08-22,40,22703700,22575900,16207250,19.0,18.17,18.17,22.0,2024-08-22 19:30:00,2024
2024-08-22,41,22957550,22535750,15749700,19.18,18.04,18.04,22.3,2024-08-22 20:00:00,2024
2024-08-22,42,23424600,22118500,15721000,18.32,15.51,15.51,22.3,2024-08-22 20:30:00,2024
2024-08-22,43,22877800,21531200,15221850,18.18,15.05,15.05,22.3,2024-08-22 21:00:00,2024
2024-08-22,44,23545400,20955350,14963450,17.0,15.0,15.0,19.66,2024-08-22 21:30:00,2024
2024-08-22,45,23842650,20160000,14552950,16.0,16.26,16.26,16.33,2024-08-22 22:00:00,2024
2024-08-22,46,24287650,19609950,14103550,13.83,14.46,14.46,14.46,2024-08-22 22:30:00,2024
2024-08-22,47,23889050,19345250,13902300,13.76,10.5,13.96,13.96,2024-08-22 23:00:00,2024
2024-08-22,48,23307100,18439700,13701900,12.74,10.0,13.01,13.0,2024-08-22 23:30:00,2024
2024-08-23,1,22355050,18964300,13334450,13.21,9.71,13.35,13.35,2024-08-23 00:00:00,2024
2024-08-23,2,23662550,19363750,13402300,13.32,8.89,14.47,14.47,2024-08-23 00:30:00,2024
2024-08-23,3,24408100,19156450,13402650,13.13,8.89,13.32,13.32,2024-08-23 01:00:00,2024
2024-08-23,4,24580850,19097450,13518650,13.04,8.89,13.21,13.21,2024-08-23 01:30:00,2024
2024-08-23,5,24605800,19070800,13532650,12.95,8.89,11.31,13.15,2024-08-23 02:00:00,2024
2024-08-23,6,24766650,18774600,13536600,12.48,8.89,11.49,12.96,2024-08-23 02:30:00,2024
2024-08-23,7,24765950,18753700,13539350,12.48,9.75,12.0,12.32,2024-08-23 03:00:00,2024
2024-08-23,8,24692800,18960250,13623300,12.55,9.85,13.0,13.01,2024-08-23 03:30:00,2024
2024-08-23,9,24668150,18712550,13499550,12.65,9.83,13.0,13.0,2024-08-23 04:00:00,2024
2024-08-23,10,24745600,18879000,13465850,13.04,9.84,13.15,13.15,2024-08-23 04:30:00,2024
2024-08-23,11,24874350,18938450,13498800,13.04,9.95,13.15,13.15,2024-08-23 05:00:00,2024
2024-08-23,12,24887150,19164250,13599250,13.15,9.88,13.31,13.31,2024-08-23 05:30:00,2024
2024-08-23,13,25408750,20240450,13791150,13.2,9.87,12.0,14.84,2024-08-23 06:00:00,2024
2024-08-23,14,26137750,20940450,14280500,13.15,10.34,11.5,13.72,2024-08-23 06:30:00,2024
2024-08-23,15,25811750,21823050,14792100,12.52,10.39,11.89,13.21,2024-08-23 07:00:00,2024
2024-08-23,16,24602800,23050700,15720300,12.72,11.17,11.52,12.48,2024-08-23 07:30:00,2024
2024-08-23,17,24053850,23503000,16845250,13.11,13.1,13.1,13.1,2024-08-23 08:00:00,2024
2024-08-23,18,24118000,24949200,17729900,14.85,13.83,13.83,13.11,2024-08-23 08:30:00,2024
2024-08-23,19,24403200,25861400,18665200,16.24,18.0,14.82,12.48,2024-08-23 09:00:00,2024
2024-08-23,20,24953450,26051150,19278350,16.0,20.94,15.0,12.48,2024-08-23 09:30:00,2024
2024-08-23,21,25096000,26407250,19856200,13.84,13.83,13.83,12.48,2024-08-23 10:00:00,2024
2024-08-23,22,25726000,26816150,20287000,13.83,13.83,13.83,12.48,2024-08-23 10:30:00,2024
2024-08-23,23,26643600,27173000,20598350,13.72,13.72,13.72,12.48,2024-08-23 11:00:00,2024
2024-08-23,24,26946650,27166050,20753750,13.26,13.26,13.26,12.48,2024-08-23 11:30:00,2024
2024-08-23,25,27362800,25734650,20788800,12.7,12.7,12.7,12.48,2024-08-23 12:00:00,2024
2024-08-23,26,26910950,25992750,20690700,13.05,13.05,13.05,12.48,2024-08-23 12:30:00,2024
2024-08-23,27,26447800,27559750,21058850,16.7,16.5,16.5,13.76,2024-08-23 13:00:00,2024
2024-08-23,28,25946550,28386150,21468600,18.11,17.37,17.37,13.76,2024-08-23 13:30:00,2024
2024-08-23,29,25540150,28345050,21330550,18.37,18.0,18.0,13.76,2024-08-23 14:00:00,2024
2024-08-23,30,24791750,28418250,21345900,19.7,18.11,18.11,19.07,2024-08-23 14:30:00,2024
2024-08-23,31,25300450,27327800,21113350,18.76,18.17,18.17,16.33,2024-08-23 15:00:00,2024
2024-08-23,32,24209000,27069500,20526750,20.53,18.26,18.26,22.3,2024-08-23 15:30:00,2024
2024-08-23,33,23421850,26541100,19718750,21.0,18.26,18.26,22.3,2024-08-23 16:00:00,2024
2024-08-23,34,22589750,26467700,18913100,21.04,18.26,18.26,22.3,2024-08-23 16:30:00,2024
2024-08-23,35,23198400,25543600,18407100,21.04,18.26,18.26,22.3,2024-08-23 17:00:00,2024
2024-08-23,36,23039100,25282100,17825500,21.04,20.94,18.26,22.3,2024-08-23 17:30:00,2024
2024-08-23,37,22663300,24977800,17496350,21.04,20.94,18.26,36.0,2024-08-23 18:00:00,2024
2024-08-23,38,22685900,24601750,17186550,21.04,18.24,18.24,29.78,2024-08-23 18:30:00,2024
2024-08-23,39,23567600,23999050,16602500,20.0,18.07,18.07,22.3,2024-08-23 19:00:00,2024
2024-08-23,40,21025150,23092900,16122450,18.99,18.07,18.07,20.53,2024-08-23 19:30:00,2024
2024-08-23,41,21496050,22163000,15417050,18.78,18.11,18.11,19.7,2024-08-23 20:00:00,2024
2024-08-23,42,22109150,21379600,15100450,18.17,17.97,17.97,18.92,2024-08-23 20:30:00,2024
2024-08-23,43,22242600,20715150,14733800,18.07,16.84,16.84,18.19,2024-08-23 21:00:00,2024
2024-08-23,44,22720900,20654300,14682200,16.5,13.05,15.0,18.22,2024-08-23 21:30:00,2024
2024-08-23,45,21996750,20343550,14080100,17.2,16.5,16.5,19.18,2024-08-23 22:00:00,2024
2024-08-23,46,21984100,19860800,13957200,16.13,11.29,16.5,16.58,2024-08-23 22:30:00,2024
2024-08-23,47,21969700,19771450,13949400,16.0,11.18,16.5,16.5,2024-08-23 23:00:00,2024
2024-08-23,48,21560900,18615500,13356300,13.09,10.81,13.5,13.5,2024-08-23 23:30:00,2024
2024-08-24,1,22810100,18271500,12973300,14.5,10.61,15.0,15.0,2024-08-24 00:00:00,2024
2024-08-24,2,24496800,18609400,12817000,13.86,10.5,13.93,13.93,2024-08-24 00:30:00,2024
2024-08-24,3,25716000,18428000,12679350,13.79,11.22,13.85,13.85,2024-08-24 01:00:00,2024
2024-08-24,4,26305450,18624600,12786050,13.35,11.05,13.5,13.5,2024-08-24 01:30:00,2024
2024-08-24,5,26597200,18703100,12998850,13.17,11.13,13.17,13.17,2024-08-24 02:00:00,2024
2024-08-24,6,26603050,18572500,12885950,13.01,10.59,13.17,13.09,2024-08-24 02:30:00,2024
2024-08-24,7,26591800,18306600,12808700,12.92,10.78,12.99,12.99,2024-08-24 03:00:00,2024
2024-08-24,8,26582450,18345100,12784150,12.96,10.93,13.03,13.03,2024-08-24 03:30:00,2024
2024-08-24,9,26677450,18219250,12724350,13.01,10.65,13.09,13.09,2024-08-24 04:00:00,2024
2024-08-24,10,26749900,18229350,12770150,13.03,10.6,13.16,13.16,2024-08-24 04:30:00,2024
2024-08-24,11,27081500,18302700,12919250,13.14,10.3,13.35,13.35,2024-08-24 05:00:00,2024
2024-08-24,12,27441400,18399200,13121350,12.83,9.2,11.8,13.09,2024-08-24 05:30:00,2024
2024-08-24,13,28143450,18948300,13367500,12.83,10.3,10.3,12.5,2024-08-24 06:00:00,2024
2024-08-24,14,28933500,19499850,13858800,12.48,10.05,10.05,12.48,2024-08-24 06:30:00,2024
2024-08-24,15,29906900,20472700,14369250,12.42,9.95,9.95,12.32,2024-08-24 07:00:00,2024
2024-08-24,16,30227700,21457800,15021700,11.9,9.18,9.18,11.01,2024-08-24 07:30:00,2024
2024-08-24,17,31228250,22549700,16176350,11.91,10.22,10.22,11.89,2024-08-24 08:00:00,2024
2024-08-24,18,31368200,24023600,16977150,12.27,10.39,10.39,12.0,2024-08-24 08:30:00,2024
2024-08-24,19,31518650,24211600,17399250,10.82,6.0,9.48,10.88,2024-08-24 09:00:00,2024
2024-08-24,20,31487800,24812300,17925500,10.89,10.0,10.0,10.88,2024-08-24 09:30:00,2024
2024-08-24,21,31906550,24936250,18383550,10.8,9.72,9.72,10.88,2024-08-24 10:00:00,2024
2024-08-24,22,32038200,24973750,18750950,10.74,9.76,9.76,10.6,2024-08-24 10:30:00,2024
2024-08-24,23,32242450,24785500,18921900,10.82,9.78,9.78,10.51,2024-08-24 11:00:00,2024
2024-08-24,24,32044550,24999800,18971500,10.88,9.79,9.79,10.54,2024-08-24 11:30:00,2024
2024-08-24,25,31512700,24674100,18768500,11.89,11.27,11.27,10.21,2024-08-24 12:00:00,2024
2024-08-24,26,30842400,24515550,18637100,12.21,12.0,12.0,10.22,2024-08-24 12:30:00,2024
2024-08-24,27,30193500,23414800,18335750,10.82,11.76,11.76,10.25,2024-08-24 13:00:00,2024
2024-08-24,28,29758050,23503400,18163350,11.27,12.42,12.42,10.93,2024-08-24 13:30:00,2024
2024-08-24,29,29025850,23078500,17650450,12.06,12.06,12.92,11.81,2024-08-24 14:00:00,2024
2024-08-24,30,28241550,22976550,17615400,12.92,13.47,13.47,12.58,2024-08-24 14:30:00,2024
2024-08-24,31,28030400,22272650,17048550,13.5,13.57,13.57,13.57,2024-08-24 15:00:00,2024
2024-08-24,32,27020000,22162950,16374350,13.89,13.97,13.97,13.97,2024-08-24 15:30:00,2024
2024-08-24,33,26274150,22124200,16178100,14.78,14.78,14.78,14.78,2024-08-24 16:00:00,2024
2024-08-24,34,24653700,22228350,15869800,18.22,18.22,18.22,18.22,2024-08-24 16:30:00,2024
2024-08-24,35,24178700,21956000,15349900,18.78,18.78,18.78,18.78,2024-08-24 17:00:00,2024
2024-08-24,36,23487400,21696250,15051000,18.88,18.88,18.88,19.0,2024-08-24 17:30:00,2024
2024-08-24,37,23434500,21620900,14659450,19.0,18.81,18.81,19.18,2024-08-24 18:00:00,2024
2024-08-24,38,23557950,21489800,14813550,18.79,18.79,18.79,18.79,2024-08-24 18:30:00,2024
2024-08-24,39,23582250,21007300,14588400,18.91,18.91,18.91,19.0,2024-08-24 19:00:00,2024
2024-08-24,40,23721000,20355700,14139700,18.05,18.05,18.05,18.05,2024-08-24 19:30:00,2024
2024-08-24,41,24510600,20130000,14122000,16.5,16.5,16.5,16.5,2024-08-24 20:00:00,2024
2024-08-24,42,24864550,19797150,14103800,14.89,14.89,14.89,14.89,2024-08-24 20:30:00,2024
2024-08-24,43,25170100,19306050,13779050,14.41,14.41,14.41,14.41,2024-08-24 21:00:00,2024
2024-08-24,44,25866100,18859100,13372750,14.0,14.0,14.0,14.0,2024-08-24 21:30:00,2024
2024-08-24,45,26386650,18817100,13270250,13.81,13.81,13.81,13.81,2024-08-24 22:00:00,2024
2024-08-24,46,26912650,18250950,13403400,13.17,13.17,13.17,13.17,2024-08-24 22:30:00,2024
2024-08-24,47,26492100,18016350,13316400,13.01,13.01,13.01,13.01,2024-08-24 23:00:00,2024
2024-08-24,48,24922300,17111150,13169050,12.03,11.08,12.32,12.32,2024-08-24 23:30:00,2024
2024-08-25,1,24688550,17299550,13032000,13.01,10.8,13.06,13.06,2024-08-25 00:00:00,2024
2024-08-25,2,26612750,17495850,12872200,12.55,10.79,12.74,12.62,2024-08-25 00:30:00,2024
2024-08-25,3,27606600,17195300,12892200,12.18,10.01,12.49,11.89,2024-08-25 01:00:00,2024
2024-08-25,4,28068600,17143300,13018650,11.41,10.07,12.37,10.32,2024-08-25 01:30:00,2024
2024-08-25,5,28459350,17436500,13043650,12.04,10.79,12.74,10.21,2024-08-25 02:00:00,2024
2024-08-25,6,28323050,17529150,12934800,12.36,10.29,12.8,10.21,2024-08-25 02:30:00,2024
2024-08-25,7,28207700,17451200,12890200,12.36,10.83,12.8,10.21,2024-08-25 03:00:00,2024
2024-08-25,8,28100500,17486700,12817950,12.42,10.79,12.8,10.29,2024-08-25 03:30:00,2024
2024-08-25,9,28412000,17373600,12923650,12.36,10.81,12.8,10.21,2024-08-25 04:00:00,2024
2024-08-25,10,28378200,17303500,12900000,12.36,10.79,12.74,10.22,2024-08-25 04:30:00,2024
2024-08-25,11,28471050,17533500,12891950,12.5,10.23,12.8,11.26,2024-08-25 05:00:00,2024
2024-08-25,12,28973700,17409600,13109650,12.24,9.19,12.63,11.89,2024-08-25 05:30:00,2024
2024-08-25,13,29558850,17926400,13394500,11.98,10.14,12.8,10.23,2024-08-25 06:00:00,2024
2024-08-25,14,30467150,17874650,13950800,11.19,10.2,12.74,9.83,2024-08-25 06:30:00,2024
2024-08-25,15,31072500,18889300,14480400,11.0,9.99,10.13,9.58,2024-08-25 07:00:00,2024
2024-08-25,16,31251550,19571300,14971300,10.74,9.14,10.13,9.33,2024-08-25 07:30:00,2024
2024-08-25,17,31777350,20229850,15717250,10.5,7.5,12.8,9.27,2024-08-25 08:00:00,2024
2024-08-25,18,32307100,21510850,16397150,10.21,7.5,12.8,9.28,2024-08-25 08:30:00,2024
2024-08-25,19,32128650,22670100,16674600,10.74,12.1,12.51,9.62,2024-08-25 09:00:00,2024
2024-08-25,20,31953650,23230450,16993800,10.82,12.1,12.8,9.83,2024-08-25 09:30:00,2024
2024-08-25,21,31839900,23461700,17355550,10.7,12.08,12.66,9.82,2024-08-25 10:00:00,2024
2024-08-25,22,31842450,23451750,17621350,10.5,10.3,12.66,9.66,2024-08-25 10:30:00,2024
2024-08-25,23,31879550,23379900,17836600,10.74,10.09,12.8,9.2,2024-08-25 11:00:00,2024
2024-08-25,24,31642250,23656400,17925400,10.74,10.3,12.8,10.0,2024-08-25 11:30:00,2024
2024-08-25,25,31209000,23409100,17808100,11.0,10.3,12.8,9.94,2024-08-25 12:00:00,2024
2024-08-25,26,31200400,23399400,17840300,11.19,10.3,12.8,9.82,2024-08-25 12:30:00,2024
2024-08-25,27,31001200,23673600,17447550,11.91,12.06,13.29,9.88,2024-08-25 13:00:00,2024
2024-08-25,28,30724950,23744850,17724250,11.83,12.06,13.17,10.0,2024-08-25 13:30:00,2024
2024-08-25,29,29756800,22501350,17110250,11.57,12.07,13.28,10.19,2024-08-25 14:00:00,2024
2024-08-25,30,28864200,21954400,16889350,11.89,13.57,13.57,10.16,2024-08-25 14:30:00,2024
2024-08-25,31,28472150,21503950,16376400,12.96,11.32,13.93,10.88,2024-08-25 15:00:00,2024
2024-08-25,32,27718750,21345750,16310450,13.14,12.17,14.18,11.81,2024-08-25 15:30:00,2024
2024-08-25,33,26359600,20198250,15936350,13.25,13.57,13.57,12.48,2024-08-25 16:00:00,2024
2024-08-25,34,25330450,20210050,15287300,13.72,13.72,13.72,13.72,2024-08-25 16:30:00,2024
2024-08-25,35,24998200,20208550,14882300,14.37,14.37,14.37,14.37,2024-08-25 17:00:00,2024
2024-08-25,36,25218050,20190300,14591650,15.39,15.39,15.39,15.39,2024-08-25 17:30:00,2024
2024-08-25,37,25148450,20360450,14562400,16.26,16.26,16.26,16.26,2024-08-25 18:00:00,2024
2024-08-25,38,25579500,20313900,14539350,15.5,15.5,15.5,15.5,2024-08-25 18:30:00,2024
2024-08-25,39,26094200,20138000,14387600,15.4,15.4,15.4,15.4,2024-08-25 19:00:00,2024
2024-08-25,40,25612050,19782150,14208800,15.38,15.38,15.38,15.38,2024-08-25 19:30:00,2024
2024-08-25,41,26044950,19391900,14011100,14.81,11.72,15.0,15.0,2024-08-25 20:00:00,2024
2024-08-25,42,26202850,19098950,13855050,13.98,11.32,14.0,14.0,2024-08-25 20:30:00,2024
2024-08-25,43,26265700,18638450,13539550,13.83,11.09,13.93,13.93,2024-08-25 21:00:00,2024
2024-08-25,44,27017800,18198500,13498050,13.53,10.79,13.63,13.6,2024-08-25 21:30:00,2024
2024-08-25,45,27295600,17992150,13565850,13.39,10.79,13.5,13.5,2024-08-25 22:00:00,2024
2024-08-25,46,27700350,17899350,13536000,13.0,10.29,13.25,13.0,2024-08-25 22:30:00,2024
2024-08-25,47,27480450,17762600,13618050,11.89,10.5,12.46,12.46,2024-08-25 23:00:00,2024
2024-08-25,48,26627350,16976950,13640650,10.74,10.2,10.82,10.67,2024-08-25 23:30:00,2024
2024-08-26,1,25171550,18852900,13661050,12.85,10.21,12.88,12.88,2024-08-26 00:00:00,2024
2024-08-26,2,25667500,19247850,13769400,12.37,10.11,12.46,10.95,2024-08-26 00:30:00,2024
2024-08-26,3,25722500,19173250,13625100,12.08,10.05,10.47,11.01,2024-08-26 01:00:00,2024
2024-08-26,4,26014950,18938500,13611150,11.5,10.01,10.01,10.88,2024-08-26 01:30:00,2024
2024-08-26,5,26268350,18803200,13604850,11.0,10.0,10.0,10.5,2024-08-26 02:00:00,2024
2024-08-26,6,26535550,18942750,13612750,11.76,10.2,11.35,10.25,2024-08-26 02:30:00,2024
2024-08-26,7,26631450,18838400,13624450,12.08,10.25,11.32,10.33,2024-08-26 03:00:00,2024
2024-08-26,8,26842400,18738950,13645350,11.76,10.14,11.37,10.19,2024-08-26 03:30:00,2024
2024-08-26,9,26672300,18745400,13678600,11.76,10.35,11.34,10.19,2024-08-26 04:00:00,2024
2024-08-26,10,26677400,18836350,13640350,12.0,10.21,12.55,10.25,2024-08-26 04:30:00,2024
2024-08-26,11,26355400,19057250,13564950,12.18,10.17,12.74,10.88,2024-08-26 05:00:00,2024
2024-08-26,12,26418950,19536950,13761900,12.55,10.14,12.74,12.16,2024-08-26 05:30:00,2024
2024-08-26,13,26804250,20758650,14312800,12.77,10.11,10.18,12.16,2024-08-26 06:00:00,2024
2024-08-26,14,27463700,21382150,14660150,12.74,10.14,10.9,11.0,2024-08-26 06:30:00,2024
2024-08-26,15,27696650,22136650,15288100,12.31,11.08,12.0,9.89,2024-08-26 07:00:00,2024
2024-08-26,16,26846500,22378700,15919800,12.18,11.08,12.74,9.89,2024-08-26 07:30:00,2024
2024-08-26,17,25297550,22117950,17255950,11.83,11.83,11.83,11.83,2024-08-26 08:00:00,2024
2024-08-26,18,25575100,23581800,18193450,12.0,12.92,12.92,11.82,2024-08-26 08:30:00,2024
2024-08-26,19,26022000,25074200,19243050,13.3,13.75,13.75,11.51,2024-08-26 09:00:00,2024
2024-08-26,20,26517800,25515900,19859800,12.74,13.74,13.74,10.92,2024-08-26 09:30:00,2024
2024-08-26,21,27443400,26122550,20705300,12.31,13.58,13.58,9.89,2024-08-26 10:00:00,2024
2024-08-26,22,27481900,26371600,21100000,12.03,13.46,13.46,9.89,2024-08-26 10:30:00,2024
2024-08-26,23,27254300,26689100,21356300,12.31,13.62,13.62,9.89,2024-08-26 11:00:00,2024
2024-08-26,24,27075300,26916150,21442950,12.74,13.58,13.58,9.89,2024-08-26 11:30:00,2024
2024-08-26,25,27434550,26117700,21384350,11.83,12.0,12.0,9.89,2024-08-26 12:00:00,2024
2024-08-26,26,26890100,26329400,21172750,12.31,13.0,13.0,9.89,2024-08-26 12:30:00,2024
2024-08-26,27,26512150,27469350,21175950,13.83,14.82,14.82,10.67,2024-08-26 13:00:00,2024
2024-08-26,28,25684950,28328100,21499300,18.11,18.79,18.79,11.83,2024-08-26 13:30:00,2024
2024-08-26,29,25241200,28418700,21385950,19.21,18.95,18.95,12.48,2024-08-26 14:00:00,2024
2024-08-26,30,24499300,28472050,21306000,20.99,20.0,20.0,20.0,2024-08-26 14:30:00,2024
2024-08-26,31,24205800,27065900,20850600,19.42,18.98,18.98,20.0,2024-08-26 15:00:00,2024
2024-08-26,32,23983800,27189900,20777500,20.32,18.81,18.81,23.0,2024-08-26 15:30:00,2024
2024-08-26,33,23381300,27135750,20293750,20.99,18.95,18.95,25.82,2024-08-26 16:00:00,2024
2024-08-26,34,22940850,26826100,19622900,20.99,19.0,19.0,31.01,2024-08-26 16:30:00,2024
2024-08-26,35,22281050,25904150,18775850,20.99,18.91,18.91,31.01,2024-08-26 17:00:00,2024
2024-08-26,36,21563150,25313350,17956900,20.99,18.85,18.85,31.01,2024-08-26 17:30:00,2024
2024-08-26,37,21069200,24830200,17421700,20.99,18.81,18.81,31.01,2024-08-26 18:00:00,2024
2024-08-26,38,21993700,24211750,17384200,19.91,18.79,18.79,31.01,2024-08-26 18:30:00,2024
2024-08-26,39,22206850,23417350,16865850,19.42,18.69,18.69,24.07,2024-08-26 19:00:00,2024
2024-08-26,40,21704800,22429200,16157150,18.95,18.77,18.77,20.0,2024-08-26 19:30:00,2024
2024-08-26,41,22011400,21953750,15496500,18.75,18.48,18.48,20.0,2024-08-26 20:00:00,2024
2024-08-26,42,23013200,21233400,15109250,18.11,18.0,18.0,18.11,2024-08-26 20:30:00,2024
2024-08-26,43,23152900,20596000,14588200,17.76,18.0,18.0,18.11,2024-08-26 21:00:00,2024
2024-08-26,44,23480800,20027800,14296450,16.0,16.76,16.76,16.76,2024-08-26 21:30:00,2024
2024-08-26,45,23617800,19892150,14260800,14.55,15.04,15.04,15.04,2024-08-26 22:00:00,2024
2024-08-26,46,23536500,19122200,13907650,13.73,13.83,13.83,13.87,2024-08-26 22:30:00,2024
2024-08-26,47,22883000,18723500,13938600,13.47,11.08,13.72,13.72,2024-08-26 23:00:00,2024
2024-08-26,48,21421700,17859950,13641000,12.74,11.08,13.48,12.81,2024-08-26 23:30:00,2024
2024-08-27,1,22768450,19016850,13668300,13.57,10.38,13.68,13.68,2024-08-27 00:00:00,2024
2024-08-27,2,23630800,20016400,13773750,13.11,9.84,13.17,13.17,2024-08-27 00:30:00,2024
2024-08-27,3,24284050,19901250,13535250,12.97,9.29,13.06,13.06,2024-08-27 01:00:00,2024
2024-08-27,4,24647350,19573650,13748750,12.76,12.78,12.78,12.78,2024-08-27 01:30:00,2024
2024-08-27,5,24593450,19487950,13542100,12.84,10.38,12.86,12.81,2024-08-27 02:00:00,2024
2024-08-27,6,24724800,19762700,13707500,12.89,10.38,12.89,12.89,2024-08-27 02:30:00,2024
2024-08-27,7,24827750,19775650,13835000,12.97,12.97,12.97,12.97,2024-08-27 03:00:00,2024
2024-08-27,8,24911800,19651050,13862850,12.92,12.92,12.92,12.92,2024-08-27 03:30:00,2024
2024-08-27,9,24979050,19559800,13843850,12.81,12.81,12.81,12.81,2024-08-27 04:00:00,2024
2024-08-27,10,25002500,19603100,13848500,12.81,12.81,12.81,12.81,2024-08-27 04:30:00,2024
2024-08-27,11,25152950,19731400,13828350,12.84,12.84,12.84,12.84,2024-08-27 05:00:00,2024
2024-08-27,12,25292050,19805550,13875850,12.92,12.92,12.92,12.92,2024-08-27 05:30:00,2024
2024-08-27,13,25728250,20204950,14110100,12.92,12.98,12.98,12.98,2024-08-27 06:00:00,2024
2024-08-27,14,26317900,20728800,14499300,12.83,12.92,12.92,12.92,2024-08-27 06:30:00,2024
2024-08-27,15,26457250,21041400,15150850,12.74,12.8,12.8,12.8,2024-08-27 07:00:00,2024
2024-08-27,16,25628600,22012400,15795800,13.4,13.42,13.42,13.42,2024-08-27 07:30:00,2024
2024-08-27,17,25510650,23302800,17209100,13.65,13.65,13.65,13.65,2024-08-27 08:00:00,2024
2024-08-27,18,25235300,25260600,18419100,18.0,18.0,18.0,18.0,2024-08-27 08:30:00,2024
2024-08-27,19,25237800,26325750,19381750,18.79,15.54,15.54,18.79,2024-08-27 09:00:00,2024
2024-08-27,20,25661600,26919100,19775900,18.81,15.76,15.76,19.45,2024-08-27 09:30:00,2024
2024-08-27,21,26511600,27389250,20527550,18.74,15.77,15.77,14.29,2024-08-27 10:00:00,2024
2024-08-27,22,26813550,27825400,20928300,18.07,15.99,15.99,14.29,2024-08-27 10:30:00,2024
2024-08-27,23,26598300,28056150,21086650,18.74,16.57,16.57,14.29,2024-08-27 11:00:00,2024
2024-08-27,24,26408400,28077550,21095350,18.07,16.65,16.65,14.29,2024-08-27 11:30:00,2024
2024-08-27,25,26185250,26873050,20508150,14.32,14.29,14.29,14.29,2024-08-27 12:00:00,2024
2024-08-27,26,26337250,26794800,20397150,14.16,14.01,14.01,14.01,2024-08-27 12:30:00,2024
2024-08-27,27,25081450,26823550,20307000,17.02,17.02,17.02,14.29,2024-08-27 13:00:00,2024
2024-08-27,28,24611550,27239300,20605450,18.91,18.84,18.84,19.0,2024-08-27 13:30:00,2024
2024-08-27,29,23901150,27429450,20708550,20.19,19.31,19.31,21.44,2024-08-27 14:00:00,2024
2024-08-27,30,23375850,27457150,20319200,20.96,20.19,20.19,22.49,2024-08-27 14:30:00,2024
2024-08-27,31,23244300,26370050,19577400,20.96,20.96,20.96,20.96,2024-08-27 15:00:00,2024
2024-08-27,32,23149000,26326350,19627800,20.96,20.0,20.0,22.49,2024-08-27 15:30:00,2024
2024-08-27,33,22829950,26484150,19280750,20.96,20.38,20.38,22.49,2024-08-27 16:00:00,2024
